GBJD01001751.211.2019	D_0__Eukaryota;D_1__Metazoa;D_2__Mollusca;D_3__;D_4__Bivalvia;D_5__Pteriomorphia;D_6__Ostreoida;D_7__;D_8__Ostreidae;D_9__;D_10__Saccostrea
GBJD01006792.58.1357	D_0__Eukaryota;D_1__Metazoa;D_2__Mollusca;D_3__;D_4__Bivalvia;D_5__Pteriomorphia;D_6__Ostreoida;D_7__;D_8__Ostreidae;D_9__;D_10__Saccostrea
HACF01033000.74.1738	D_0__Eukaryota;D_1__Metazoa;D_2__Arthropoda;D_3__Crustacea;D_4__Malacostraca;D_5__Eumalacostraca;D_6__Euphausiacea;D_7__;D_8__Euphausiidae;D_9__;D_10__Euphausia
GBJD01007522.18.1828	D_0__Eukaryota;D_1__Metazoa;D_2__Mollusca;D_3__;D_4__Bivalvia;D_5__Pteriomorphia;D_6__Ostreoida;D_7__;D_8__Ostreidae;D_9__;D_10__Saccostrea
GAMA01012329.4707.6498	D_0__Eukaryota;D_1__Plantae;D_2__Streptophyta;D_3__Streptophytina;D_4__;D_5__asterids;D_6__Ericales;D_7__;D_8__Actinidiaceae;D_9__;D_10__Actinidia
GAMA01012345.4705.6496	D_0__Eukaryota;D_1__Plantae;D_2__Streptophyta;D_3__Streptophytina;D_4__;D_5__asterids;D_6__Ericales;D_7__;D_8__Actinidiaceae;D_9__;D_10__Actinidia
GBJD01015363.1.1226	D_0__Eukaryota;D_1__Metazoa;D_2__Mollusca;D_3__;D_4__Bivalvia;D_5__Pteriomorphia;D_6__Ostreoida;D_7__;D_8__Ostreidae;D_9__;D_10__Saccostrea
GDJC01008592.1173.2966	D_0__Eukaryota;D_1__Plantae;D_2__Streptophyta;D_3__Streptophytina;D_4__;D_5__;D_6__Caryophyllales;D_7__;D_8__Caryophyllaceae;D_9__;D_10__Silene
GBJD01019622.1.1239	D_0__Eukaryota;D_1__Metazoa;D_2__Mollusca;D_3__;D_4__Bivalvia;D_5__Pteriomorphia;D_6__Ostreoida;D_7__;D_8__Ostreidae;D_9__;D_10__Saccostrea
GBJD01020455.1.1459	D_0__Eukaryota;D_1__Metazoa;D_2__Mollusca;D_3__;D_4__Bivalvia;D_5__Pteriomorphia;D_6__Ostreoida;D_7__;D_8__Ostreidae;D_9__;D_10__Saccostrea
GBJD01022784.72.1490	D_0__Eukaryota;D_1__Metazoa;D_2__Mollusca;D_3__;D_4__Bivalvia;D_5__Pteriomorphia;D_6__Ostreoida;D_7__;D_8__Ostreidae;D_9__;D_10__Saccostrea
GBJD01023124.1.1709	D_0__Eukaryota;D_1__Metazoa;D_2__Mollusca;D_3__;D_4__Bivalvia;D_5__Pteriomorphia;D_6__Ostreoida;D_7__;D_8__Ostreidae;D_9__;D_10__Saccostrea
GBJD01024497.1.1203	D_0__Eukaryota;D_1__Metazoa;D_2__Mollusca;D_3__;D_4__Bivalvia;D_5__Pteriomorphia;D_6__Ostreoida;D_7__;D_8__Ostreidae;D_9__;D_10__Saccostrea
GAGS01092404.1062.2957	D_0__Eukaryota;D_1__Metazoa;D_2__Mollusca;D_3__;D_4__Gastropoda;D_5__Orthogastropoda;D_6__Sorbeoconcha;D_7__Hypsogastropoda;D_8__Bithyniidae;D_9__;D_10__Bithynia
GBGZ01016394.4162.5805	D_0__Eukaryota;D_1__Plantae;D_2__Streptophyta;D_3__Streptophytina;D_4__;D_5__asterids;D_6__Solanales;D_7__;D_8__Solanaceae;D_9__Solanoideae;D_10__Solanum
GBZH01066831.391.1976	D_0__Eukaryota;D_1__Plantae;D_2__Streptophyta;D_3__Streptophytina;D_4__;D_5__asterids;D_6__Solanales;D_7__;D_8__Convolvulaceae;D_9__;D_10__Ipomoea
GEGW01018062.3895.5622	D_0__Eukaryota;D_1__Fungi;D_2__Ascomycota;D_3__Pezizomycotina;D_4__Sordariomycetes;D_5__Xylariomycetidae;D_6__Xylariales;D_7__;D_8__Apiosporaceae;D_9__;D_10__Arthrinium
GAZD01017192.533.2511	D_0__Eukaryota;D_1__Metazoa;D_2__Arthropoda;D_3__Hexapoda;D_4__Insecta;D_5__Pterygota;D_6__Diptera;D_7__Brachycera;D_8__Chloropidae;D_9__Oscinellinae;D_10__Lipara
GDJB01015674.4343.6136	D_0__Eukaryota;D_1__Plantae;D_2__Streptophyta;D_3__Streptophytina;D_4__;D_5__;D_6__Caryophyllales;D_7__;D_8__Caryophyllaceae;D_9__;D_10__Silene
